Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
single,1st Phase - General Contingent,2,Journalism and Communication,Daytime,Secondary education,132.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,124.3,1,0,0,1,,0,19,0,0,6,6,5,12.2,0,0,6,7,5,10.8,0,10.8,1.4,1.74,Enrolled
single,2nd Phase - General Contingent,1,Tourism,Daytime,Secondary education,118.0,Portuguese,7th Year (Old),Unknown,"Personal Services, Security and Safety Workers and Sellers",Student,122.2,1,0,0,1,,0,22,0,0,6,10,4,10.5,0,0,6,14,1,11.0,0,7.6,2.6,0.32,Dropout
single,International Student (Bachelor),1,Management,Daytime,Secondary education,150.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",150.0,0,0,0,1,,0,19,0,0,5,5,5,10.6,0,0,5,8,5,11.6,0,12.4,0.5,1.79,Graduate
single,Over 23 Years Old,1,Social Service (evening attendance),,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",135.5,0,0,0,1,,0,58,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout
single,1st Phase - Special Contingent (Madeira Island),2,Social Service,Daytime,Secondary education,122.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",127.3,1,0,0,1,,1,19,0,0,6,8,4,11.25,0,0,6,6,6,12.0,0,10.8,1.4,1.74,Graduate
single,Change of Course,1,Advertising and Marketing Management,Daytime,Secondary education,127.0,Cape Verdean,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,127.0,1,0,0,1,,0,23,1,3,9,11,6,10.5,0,4,10,10,10,11.7,0,9.4,-0.8,-3.12,Graduate
single,1st Phase - General Contingent,2,Journalism and Communication,Daytime,Secondary education,122.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,126.9,1,0,0,1,,1,19,0,0,6,11,4,11.0,0,0,6,11,3,11.66666667,0,9.4,-0.8,-3.12,Enrolled
single,3rd Phase - General Contingent,3,Nursing,Daytime,Secondary education,131.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",127.5,1,0,0,1,,0,18,0,0,7,7,7,13.45714286,0,0,8,8,8,14.5125,0,13.9,-0.3,0.79,Graduate
single,1st Phase - General Contingent,2,Veterinary Nursing,Daytime,Secondary education,130.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Other Situation,Other Situation,122.0,0,0,0,1,,0,20,0,0,5,6,5,12.6,0,0,5,8,4,12.33333333,0,7.6,2.6,0.32,Graduate
single,2nd Phase - General Contingent,5,Veterinary Nursing,Daytime,Secondary education,130.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Other Situation,"Skilled Workers in Industry, Construction and Craftsmen",115.8,0,0,0,0,,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout
single,2nd Phase - General Contingent,1,Advertising and Marketing Management,Daytime,Secondary education,130.0,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",121.6,0,0,0,1,,0,18,0,0,6,6,6,13.66666667,0,0,6,8,5,13.6,0,8.9,1.4,3.51,Graduate
single,2nd Phase - General Contingent,4,Management,Daytime,Secondary education,122.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",116.4,1,0,1,1,,1,18,0,0,5,5,5,11.6,0,0,5,5,5,11.8,0,11.1,0.6,2.02,Graduate
single,Over 23 Years Old,1,Equinculture,Daytime,Secondary education,114.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Armed Forces Professions,120.0,0,0,0,1,,0,24,0,0,6,9,6,12.57142857,0,0,6,10,5,12.83333333,0,11.1,0.6,2.02,Dropout
single,2nd Phase - General Contingent,4,Basic Education,Daytime,Secondary education,143.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",127.3,1,0,0,1,,0,18,0,0,6,7,5,11.8,0,0,6,7,5,11.4,0,10.8,1.4,1.74,Dropout
single,1st Phase - General Contingent,3,Management,Daytime,Secondary education,127.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",123.5,1,0,0,1,,1,19,0,0,5,5,5,11.6,0,0,5,11,3,12.66666667,0,9.4,-0.8,-3.12,Enrolled
single,2nd Phase - General Contingent,3,Social Service,Daytime,Secondary education,141.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",125.6,1,0,0,1,,1,19,0,0,6,8,6,11.33333333,0,0,6,6,6,11.83333333,0,8.9,1.4,3.51,Graduate
single,1st Phase - General Contingent,1,Tourism,Daytime,Secondary education,129.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",118.5,1,0,0,1,,0,18,0,0,6,6,6,10.66666667,0,0,6,6,6,11.5,0,7.6,2.6,0.32,Graduate
single,1st Phase - General Contingent,2,Equinculture,Daytime,Secondary education,140.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,129.5,1,0,0,1,,0,18,0,0,5,10,4,13.5,1,0,5,5,5,13.4,0,12.7,3.7,-1.7,Enrolled
single,1st Phase - General Contingent,1,Animation and Multimedia Design,Daytime,Secondary education,137.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",134.6,1,0,0,1,,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Graduate
single,Technological Specialization Diploma Holders,1,Veterinary Nursing,Daytime,Secondary education,140.0,Portuguese,Higher Education - Master's,Higher Education - Master's,Specialists in Intellectual and Scientific Activities,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",140.0,0,0,0,1,,0,22,0,2,6,9,6,13.33333333,0,1,6,9,4,11.5,0,13.9,-0.3,0.79,Graduate
single,1st Phase - General Contingent,1,Tourism,Daytime,Secondary education,143.0,Portuguese,Higher Education - Bachelor's Degree,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",133.2,1,0,0,1,,0,19,0,0,6,9,5,13.4,0,0,6,16,2,13.5,0,10.8,1.4,1.74,Enrolled
widower,2nd Phase - General Contingent,1,Social Service,Daytime,Secondary education,138.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,133.5,1,0,0,1,,1,21,0,0,6,8,3,10.2,0,0,6,13,4,12.25,0,12.7,3.7,-1.7,Enrolled
single,2nd Phase - General Contingent,1,Journalism and Communication,Daytime,Secondary education,120.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",117.9,1,0,0,1,,1,21,0,0,6,6,5,13.0,0,0,6,7,6,12.83333333,0,8.9,1.4,3.51,Graduate
single,1st Phase - General Contingent,3,Nursing,Daytime,Secondary education,144.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",128.0,1,0,0,1,,1,18,0,0,8,11,7,12.90857143,0,0,8,11,7,12.90857143,0,10.8,1.4,1.74,Graduate
single,1st Phase - General Contingent,5,Basic Education,Daytime,Secondary education,123.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Other - 11th Year of Schooling,Administrative staff,Unskilled Workers,113.2,1,0,0,1,,0,20,0,0,6,12,4,12.0,0,0,6,11,1,10.0,0,10.8,1.4,1.74,Dropout
single,1st Phase - General Contingent,3,Tourism,Daytime,Secondary education,129.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",122.0,1,0,0,1,,1,18,0,0,6,9,6,10.83333333,0,0,6,8,5,11.0,0,7.6,2.6,0.32,Enrolled
single,1st Phase - Special Contingent (Madeira Island),3,Communication Design,Daytime,Secondary education,152.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative staff,Installation and Machine Operators and Assembly Workers,156.9,1,0,0,1,,0,19,0,0,6,6,6,15.33333333,0,0,6,9,6,15.83333333,0,12.7,3.7,-1.7,Graduate
single,1st Phase - General Contingent,2,Nursing,Daytime,Secondary education,130.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,125.1,1,0,0,1,,1,18,0,0,7,9,6,12.81666667,0,0,8,11,6,12.875,0,11.1,0.6,2.02,Enrolled
single,International Student (Bachelor),1,Management,Daytime,Secondary education,133.1,Brazilian,Specialized Higher Studies Course,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,Administrative staff,100.0,0,0,1,0,,0,26,1,6,7,7,6,13.0,0,2,6,6,2,14.0,0,11.1,0.6,2.02,Dropout
single,International Student (Bachelor),1,Informatics Engineering,Daytime,Secondary education,160.0,Turkish,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,"Data, accounting, statistical, financial services and registry-related operators",Sellers,160.0,0,0,1,1,,0,19,1,0,6,11,2,13.5,1,0,5,11,2,11.0,0,8.9,1.4,3.51,Enrolled
married,Over 23 Years Old,1,Social Service (evening attendance),,Secondary education,140.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,101.0,0,0,0,1,,0,35,0,0,6,7,6,12.5,0,0,6,6,6,12.16666667,0,15.5,2.8,-4.06,Graduate
single,3rd Phase - General Contingent,1,Advertising and Marketing Management,Daytime,Secondary education,133.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,121.5,1,0,0,1,,1,19,0,0,6,7,6,13.0,0,0,6,6,6,14.33333333,0,12.4,0.5,1.79,Graduate
single,1st Phase - General Contingent,1,Veterinary Nursing,Daytime,Secondary education,138.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",126.8,1,0,0,1,,0,18,0,0,5,6,4,11.75,0,0,5,10,5,12.57142857,1,10.8,1.4,1.74,Graduate
single,1st Phase - General Contingent,5,Advertising and Marketing Management,Daytime,Secondary education,142.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen",Intermediate Level Technicians and Professions,132.9,0,0,0,1,,0,19,0,0,5,5,4,12.5,0,0,5,5,4,14.25,0,7.6,2.6,0.32,Graduate
single,1st Phase - General Contingent,1,Animation and Multimedia Design,Daytime,Secondary education,115.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,134.3,1,0,0,1,,0,25,0,16,17,19,17,11.61111111,0,14,17,22,17,12.05555556,0,12.4,0.5,1.79,Graduate
single,2nd Phase - General Contingent,6,Tourism,Daytime,Secondary education,125.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Intermediate Level Technicians and Professions,120.5,1,0,0,1,,0,18,0,0,6,6,6,14.0,0,0,6,6,6,14.66666667,0,11.1,0.6,2.02,Graduate
single,2nd Phase - General Contingent,1,Agronomy,Daytime,Secondary education,170.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Master's,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",144.1,1,0,1,0,,0,26,0,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout
single,Change of Course,1,Management (evening attendance),,Secondary education,140.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",100.0,0,0,0,1,,0,34,0,0,5,5,5,13.8,0,0,5,6,5,13.83333333,0,9.4,-0.8,-3.12,Graduate
single,1st Phase - General Contingent,2,Tourism,Daytime,Secondary education,110.0,Portuguese,Higher Education - Master's,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Intermediate Level Technicians and Professions,114.8,1,0,0,0,,0,18,0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
single,1st Phase - General Contingent,1,Animation and Multimedia Design,Daytime,Secondary education,114.0,Portuguese,Higher Education - Degree,9th Year of Schooling - Not Completed,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",111.9,0,0,0,0,,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
single,2nd Phase - General Contingent,3,Informatics Engineering,Daytime,Secondary education,138.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Intermediate Level Technicians and Professions,125.4,1,0,0,1,,1,18,0,0,5,9,4,12.25,0,0,5,9,3,12.33333333,0,8.9,1.4,3.51,Dropout
single,Technological Specialization Diploma Holders,1,Agronomy,Daytime,Technological specialization course,140.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Administrative staff,140.0,0,0,0,1,,0,20,0,0,6,12,3,11.5,0,0,6,12,3,13.66666667,0,12.4,0.5,1.79,Dropout
single,Technological Specialization Diploma Holders,1,Communication Design,Daytime,Technological specialization course,140.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Administrative staff,140.0,0,0,0,1,,0,25,0,2,7,9,6,12.57142857,0,5,9,9,9,12.55555556,0,16.2,0.3,-0.92,Graduate
single,2nd Phase - General Contingent,1,Equinculture,Daytime,Secondary education,132.0,Portuguese,Higher Education - Bachelor's Degree,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",127.8,0,0,0,1,,0,18,0,0,6,9,6,12.0,0,0,6,10,5,12.16666667,0,11.1,0.6,2.02,Dropout
single,1st Phase - General Contingent,1,Agronomy,Daytime,Secondary education,148.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,131.6,1,0,0,1,,0,19,0,8,12,17,11,12.0,2,4,12,21,12,12.30769231,0,15.5,2.8,-4.06,Graduate
single,1st Phase - General Contingent,1,Animation and Multimedia Design,Daytime,Secondary education,132.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",119.4,1,0,0,1,,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout
single,3rd Phase - General Contingent,2,Social Service,Daytime,Secondary education,126.0,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",129.9,1,0,0,1,,1,20,0,1,7,9,6,12.0,0,2,6,6,6,11.16666667,0,10.8,1.4,1.74,Graduate
single,1st Phase - General Contingent,1,Informatics Engineering,Daytime,Secondary education,121.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,114.0,0,0,0,1,,0,20,0,0,5,9,4,11.6,0,0,5,7,4,12.25,2,7.6,2.6,0.32,Enrolled
single,1st Phase - General Contingent,2,Management,Daytime,Secondary education,120.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Administrative staff,Unskilled Workers,113.4,1,0,0,1,,1,19,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout
single,1st Phase - General Contingent,1,Management,Daytime,Secondary education,123.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",117.8,0,0,0,1,,0,20,0,0,5,9,5,12.0,0,0,5,9,4,13.0,0,8.9,1.4,3.51,Enrolled
single,1st Phase - General Contingent,6,Nursing,Daytime,Secondary education,122.0,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction and Craftsmen",114.3,1,0,0,1,,0,18,0,0,7,8,6,13.97666667,0,0,8,12,6,12.04166667,1,11.1,0.6,2.02,Enrolled
single,1st Phase - General Contingent,1,Advertising and Marketing Management,Daytime,Secondary education,136.0,Portuguese,Higher Education - Bachelor's Degree,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Data, accounting, statistical, financial services and registry-related operators","Farmers, livestock keepers, fishermen, hunters and gatherers, subsistence",129.7,1,0,0,1,,0,19,0,0,6,10,4,12.5,0,0,6,12,1,10.0,3,16.2,0.3,-0.92,Enrolled
single,3rd Phase - General Contingent,1,Management,Daytime,Secondary education,119.0,Portuguese,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",112.0,1,0,0,0,,0,20,0,0,5,5,0,0.0,0,0,5,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
single,Over 23 Years Old,1,Advertising and Marketing Management,Daytime,Secondary education,120.0,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",140.0,0,0,0,1,,0,24,0,0,6,15,4,10.5,0,0,6,16,4,12.5,0,15.5,2.8,-4.06,Dropout
